식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그,소재지도로명,업태명,주된음식,영업장면적(평),행정동명,소재지전화번호,제로식당
청송일식,강남구,Y,Y,N,Y,N,-,"서울특별시 강남구 개포로 621, 지하114호 (개포동, SH공사)",일식,회덮밥,26.9,개포3동,024155430, 
부일갈비,서초구,Y,N,N,N,Y,안심식당,"서울특별시 서초구 서초중앙로2길 42, 101호 (서초동)",한식,갈비,79.7,서초제1동,025853112, 
부부요리단,성동구,Y,Y,N,N,Y,모범음식점,"서울특별시 성동구 독서당로40길 25-1, 1층 (옥수동)",한식,제주흑돼지 수육,17.5,옥수동,-, 
연희곰탕,서대문구,Y,Y,N,Y,Y,-,"서울특별시 서대문구 증가로 17, 1층 (연희동)",한식,-,18.2,연희동,-, 
운주당,마포구,Y,N,N,N,Y,-,"서울특별시 마포구 큰우물로 41, 1층 (대흥동)",한식,만둣국,15.7,대흥동,-, 
용가네,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 금호산2길 13, (금호동3가)",한식,삼합,14.8,금호2.3가동,262455353, 
영동회관,서초구,Y,Y,N,Y,N,-,"서울특별시 서초구 강남대로30길 28, 103호 (양재동)",한식,삼겹살,38.4,양재제1동,0260840250, 
정담남원추어탕,서초구,Y,Y,N,N,Y,-,"서울특별시 서초구 방배로15길 14, 1층 (방배동)",한식,추어탕,27.1,방배제1동,025837588, 
성원식당,성북구,N,N,N,N,N,-,"서울특별시 성북구 아리랑로19길 15, (정릉동)",기타,백반,8.0,정릉제2동,-, 
수향,성동구,Y,N,N,Y,N,-,"서울특별시 성동구 성수이로10길 14, 1층 105호 (성수동2가, 에이스하이엔드 성수타워)",중식,중국요리,28.8,성수2가제3동,264663888, 
짚불집,서대문구,Y,Y,N,N,Y,-,"서울특별시 서대문구 연희로8길 5-3, 지상1~2층 (연희동)",한식,-,66.5,연희동,-, 
산장두부촌,성북구,Y,N,N,N,Y,모범음식점,"서울특별시 성북구 보국문로 205, (정릉동,외2필지)",한식,보쌈,63.7,정릉제1동,029191599, 
초식곳간,서대문구,N,Y,N,N,N,-,"서울특별시 서대문구 이화여대2가길 19, 1층 (대현동)",기타,-,29.6,북아현동,-, 
홍반장신의주찹쌀순대&감자탕,마포구,N,N,N,N,N,트립어드바이저,"서울특별시 마포구 월드컵로 190, (성산동,이안상암2차 1층 109호,110호)",한식,-,36.6,성산제1동,3087703, 
애란궁,강남구,Y,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 강남구 광평로 220-12, 지1층,지상1층 (수서동)",한식,-,66.1,수서동,-, 
더하누,서초구,Y,Y,N,N,Y,안심식당,"서울특별시 서초구 서초대로74길 49, 101,102,109,111,112,113,114호 (서초동, 아루누보씨티2)",한식,양념갈비,97.4,서초제2동,025849392, 
스시타노,서초구,N,Y,N,N,Y,안심식당,"서울특별시 서초구 동광로 93, 테라스빌딩 3층 (방배동)",한식,스시,69.9,방배본동,025931600, 
마초셰프,서초구,N,Y,N,N,N,안심식당,"서울특별시 서초구 서초대로25길 8, 1층 (방배동)",양식,파스타,16.2,방배제4동,264654242, 
끄트머리집,성동구,N,Y,N,N,N,트립어드바이저,"서울특별시 성동구 마조로3길 8, 1층 (행당동)",한식,돼지김치구이,26.5,행당제1동,222928574, 
미나토,서초구,N,N,N,N,N,-,"서울특별시 서초구 방배로23길 19, 1층 (방배동)",한식,사시미,29.5,방배제1동,-, 
이여곰탕,서초구,N,N,N,N,N,-,"서울특별시 서초구 서초대로46길 19-15, 1층 (서초동)",한식,곰탕,28.0,서초제3동,025989337, 
수라빔,서초구,N,N,N,N,Y,안심식당,"서울특별시 서초구 신반포로 176, 1층중층 M8호 (반포동, 센트럴시티)",한식,비빔밥,35.9,반포제4동,-, 
푸드카페,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 왕십리로5길 10, 1층 (성수동1가)",분식,김밥,27.0,성수1가제1동,-, 
빛고을으뜸추어탕,서초구,N,Y,N,Y,Y,-,"서울특별시 서초구 서초중앙로26길 13, 1층 (서초동)",한식,추어탕,76.0,서초제4동,025370156, 
제나키친,성북구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 성북구 화랑로11길 23, 2층 (하월곡동)",분식,덮밥류 등,30.1,월곡제2동,-, 
목포식당,성동구,N,N,N,N,N,-,"서울특별시 성동구 용답19길 14, 1층 (용답동)",한식,고등어구이,8.2,용답동,222142353, 
하동우렁추어탕,마포구,N,Y,N,N,Y,-,"서울특별시 마포구 월드컵로 39, (합정동, 1층)",한식,추어탕,49.6,합정동,-, 
박여사네 짱뚱어랑 보리굴비,성동구,N,Y,N,N,Y,-,"서울특별시 성동구 금호산길 49, 1층 (금호동2가)",한식,짱뚱어탕,18.2,금호2.3가동,-, 
목금,성동구,N,Y,N,N,N,모범음식점,"서울특별시 성동구 왕십리로2길 34, 1층 (성수동1가)",양식,함박스테이크,11.0,성수1가제1동,-, 
꼬 닭,마포구,N,N,N,N,N,-,"서울특별시 마포구 성암로13길 30-1, 1층 (상암동)",한식,닭복음탕,28.3,상암동,-, 
삼소락,서초구,N,N,N,N,Y,-,"서울특별시 서초구 방배천로 17, 1층 (방배동, 주건축물제1동)",한식,삼겹살,49.9,방배제2동,-, 
한우등심한판,서초구,N,N,N,N,N,-,"서울특별시 서초구 서초대로77길 45, 306호,307호 (서초동)",한식,등심,30.1,서초제4동,025992168, 
명인등심,서초구,N,N,N,N,N,-,"서울특별시 서초구 서초대로 87, 1층 (방배동)",한식,등심,29.2,방배제4동,025921951, 
우주,서초구,Y,Y,N,Y,Y,안심식당,"서울특별시 서초구 동광로 106, 2층 (방배동)",한식,한우,70.5,방배제2동,-, 
디토,서초구,N,N,N,N,N,-,"서울특별시 서초구 명달로 94, (주)삼성출판사 사옥 1층 (서초동)",양식,경양식,109.2,서초제3동,234717022, 
부산밀면,성동구,Y,N,N,N,N,-,"서울특별시 성동구 연무장5가길 7, 성수역 현대테라스타워 1층 103호 (성수동2가)",한식,"물,비빔밀면",14.0,성수2가제1동,-, 
73명품도야지,마포구,Y,Y,N,N,Y,-,"서울특별시 마포구 와우산로3길 16, (상수동, 석진스토리 105호)",한식,돼지구이,21.2,서강동,-, 
매일스시 횟집,마포구,N,N,N,Y,N,안심식당,"서울특별시 마포구 숭문길 34, 1층 (염리동)",일식,회,27.4,염리동,0232738289, 
덕순루,용산구,N,N,N,Y,N,모범음식점,"서울특별시 용산구 한강대로80길 11, (남영동)",중식,깐풍기,24.5,남영동,027936656, 
장가방,마포구,Y,Y,N,N,Y,-,"서울특별시 마포구 토정로 296, 2층 (용강동)",중식,-,63.2,용강동,-, 
풍성집,용산구,Y,Y,N,N,Y,-,"서울특별시 용산구 한강대로62길 38, (한강로1가,(지상1층))",한식,차돌박이,10.0,한강로동,027952654, 
조박사복해장국,마포구,Y,N,N,N,N,-,"서울특별시 마포구 동교로 114, 1층 102호 (서교동)",한식,복해장국,28.5,서교동,-, 
인덕원비빔국수,서초구,Y,N,N,N,Y,-,"서울특별시 서초구 남부순환로 2656, 1,2층 (양재동)",한식,비빔국수,86.4,양재제1동,-, 
인생설렁탕,성북구,N,N,N,N,N,모범음식점,"서울특별시 성북구 고려대로24길 24, 지하1층 (안암동5가)",한식,설렁탕,31.9,안암동,-, 
백년육일집,마포구,N,N,N,N,N,-,"서울특별시 마포구 양화로 99, 1층 101호 (서교동)",한식,곰탕,47.2,서교동,-, 
선명구이가,용산구,Y,Y,N,N,Y,트립어드바이저,"서울특별시 용산구 두텁바위로 81-2, 1층 (후암동)",한식,흑돼지구이,29.4,후암동,-, 
백식당,용산구,N,N,N,N,N,-,"서울특별시 용산구 원효로58길 31, (신계동,(지상1층))",한식,"육회,향정살,삼겹살",12.9,원효로제1동,027015656, 
창익집,용산구,Y,N,N,N,N,-,"서울특별시 용산구 후암로23길 6, (후암동,(지상1층))",한식,한우꽃등심,26.0,후암동,027540442, 
만족돈까스,용산구,N,Y,N,N,N,-,"서울특별시 용산구 청파로 255, 1층 (청파동3가)",양식,돈까스,22.4,청파동,-, 
송학횟집,서초구,N,N,N,N,Y,-,"서울특별시 서초구 법원로3길 12, 승소빌딩 지하1층 (서초동)",일식,회정식,131.1,서초제3동,025958822, 
부자반점,용산구,N,N,N,Y,N,-,"서울특별시 용산구 한강대로 275-1, (갈월동, 89-14 지상1층)",중식,간짜장,26.3,남영동,027187889, 
함초손두부,마포구,N,N,N,N,N,-,"서울특별시 마포구 월드컵로 154-1, 1층 (성산동)",일식,두부전골,23.8,성산제1동,-, 
진미식당,용산구,N,N,N,N,N,-,"서울특별시 용산구 백범로90길 46, (문배동,(지상1층))",한식,"문경콩청국장, 냉콩국수",8.0,원효로제1동,027036842, 
등촌샤브칼국수,서초구,N,N,N,N,N,-,"서울특별시 서초구 반포대로28길 28, 초석빌딩 1층 101호 (서초동)",한식,샤브칼국수,59.9,서초제3동,025084519, 
산골막국수,양천구,N,N,N,N,N,-,"서울특별시 양천구 월정로 8, 101동 지하 1층 101호 (신월동, 목동M타운)",한식,막국수,46.5,신월2동,226047006, 
진주성,강남구,Y,Y,N,N,N,"모범음식점,트립어드바이저","서울특별시 강남구 역삼로20길 14, 지상1층 (역삼동)",한식,비빔밥,25.6,역삼1동,-, 
공릉닭한마리,용산구,N,N,N,N,N,-,"서울특별시 용산구 새창로 213-12, (한강로2가,한강현대하이엘 107호)",주점,닭한마리,20.3,한강로동,027947015, 
신복면관,강남구,N,N,N,N,N,-,"서울특별시 강남구 테헤란로4길 6, 지하1층 B126,127호 (역삼동, 센트럴애비뉴)",한식,-,33.3,역삼1동,25631520, 
이춘복참치,용산구,Y,Y,N,N,Y,씨트립,"서울특별시 용산구 한강대로 266-2, (남영동)",일식,참치,38.1,남영동,027944558, 
독도참치,용산구,N,N,N,Y,N,모범음식점,"서울특별시 용산구 대사관로 78, (한남동,(지상1층))",한식,참치회,24.2,한남동,027907895, 
장인닭갈비,강남구,N,Y,N,N,Y,-,"서울특별시 강남구 테헤란로1길 19, 지하1층 (역삼동, 로하스애비뉴빌딩)",주점,닭갈비,46.8,역삼1동,-, 
큰집닭한마리,용산구,N,N,N,Y,N,-,"서울특별시 용산구 원효로 259-1, 1층 (원효로1가)",기타,닭한마리,43.1,원효로제1동,027115556, 
대운식당,강남구,N,N,N,N,N,-,"서울특별시 강남구 역삼로5길 6, 지상1층 101호 (역삼동)",한식,생태탕,26.4,역삼2동,-, 
개미집,마포구,N,N,N,N,N,-,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 2층 204호 (상암동)",기타,-,47.2,상암동,-, 
강남진해장,강남구,Y,Y,N,Y,Y,트립어드바이저,"서울특별시 강남구 테헤란로5길 11, 1층 (역삼동)",한식,해장국,79.9,역삼1동,-, 
장위동유성집,용산구,Y,Y,N,Y,N,씨트립,"서울특별시 용산구 한강대로 385, 지상1층 (동자동)",한식,등심(소고기),39.9,남영동,027969292, 
보리,마포구,N,N,N,N,N,-,"서울특별시 마포구 방울내로7길 5, 102호 (망원동)",기타,보리굴비,28.0,망원제1동,-, 
여우골초밥,마포구,N,Y,N,N,N,-,"서울특별시 마포구 월드컵북로1길 20, (서교동,1F)",한식,초밥,25.8,서교동,023386692, 
대찬횟집,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 선릉로86길 16-3, 지하1층 (대치동)",일식,"광어, 우럭",44.9,대치1동,-, 
청담25,강남구,Y,Y,N,N,Y,-,"서울특별시 강남구 압구정로79길 32, 2층 201,202,203,204호 (청담동)",한식,한우꽃등심,111.1,청담동,-, 
미사리밀빛초계국수,강남구,Y,Y,N,N,Y,-,"서울특별시 강남구 영동대로 513, 지하1층 J-114호 (삼성동, 코엑스 기존컨벤션센터)",한식,초계국수,57.5,삼성1동,-, 
초심한우 정육식당,강남구,Y,N,N,N,Y,-,"서울특별시 강남구 언주로148길 27, 1,2층 (논현동)",주점,소고기,60.2,논현1동,-, 
백년육일집,강남구,N,N,N,Y,N,모범음식점,"서울특별시 강남구 언주로 430, 윤익빌딩 1층 101호 (역삼동)",한식,곰탕,54.0,역삼1동,-, 
송가네감자탕,마포구,Y,N,N,N,Y,안심식당,"서울특별시 마포구 동교로 245, 지1, 1층,2층 (연남동)",한식,감자탕,96.3,연남동,-, 
서울추어탕,용산구,N,N,N,N,N,-,"서울특별시 용산구 한강대로104가길 11-2, 1층 (동자동)",한식,추어탕,21.1,남영동,027777772, 
천미미,강남구,N,N,N,N,Y,-,"서울특별시 강남구 강남대로152길 11, 지상1층 (신사동)",중식,자장면,71.3,신사동,-, 
일일향,용산구,Y,Y,N,N,Y,모범음식점,"서울특별시 용산구 한강대로40길 26, 복십자의원 2층 (한강로2가)",중식,어향동고,94.7,한강로동,027904300, 
텐파 마라탕 마라샹꿔,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 압구정로79길 49, 지상1층 (청담동)",한식,마라탕,17.1,청담동,025151100, 
대동관,마포구,Y,Y,N,N,N,-,"서울특별시 마포구 모래내로7길 62, 1층 103호 (성산동)",한식,만두,28.0,성산제1동,-, 
밀밭정원,마포구,N,N,N,N,N,-,"서울특별시 마포구 마포대로16길 13, 1,2층 (아현동)",기타,한정식,56.4,공덕동,023641041, 
노독일처,마포구,N,Y,N,N,Y,-,"서울특별시 마포구 토정로37길 17, 1,2층 (용강동)",중식,북경오리,63.4,용강동,-, 
린카,강남구,Y,Y,N,N,Y,모범음식점,"서울특별시 강남구 도곡로1길 14, 삼일프라자오피스텔 지상1층 111호,112호,115호,116호 (역삼동)",일식,카레,14.4,역삼1동,-, 
한강동,용산구,N,Y,N,N,N,모범음식점,"서울특별시 용산구 한강대로 56-1, 1층 (한강로3가)",일식,"카이센동,숙성회",14.2,한강로동,221357876, 
홍정기참치,마포구,Y,Y,N,N,Y,-,"서울특별시 마포구 동교로27길 47, 제이드빌(Jade) 2층 (연남동)",기타,"생선회, 참치초밥",23.3,연남동,-, 
시카노이에,마포구,N,N,N,N,N,-,"서울특별시 마포구 성암로13길 16, 1층 (상암동)",한식,덮밥,11.8,상암동,-, 
토담골49번지,강남구,N,N,N,Y,N,"모범음식점,블루리본,씨트립","서울특별시 강남구 삼성로 766, 유림빌딩 지하1층 2호 (청담동)",한식,정식,66.2,청담동,-, 
문,강남구,N,N,N,N,N,-,"서울특별시 강남구 언주로150길 21, (논현동,지상1.2층)",한식,"보리굴비, 갈비찜",90.1,논현2동,025168228, 
우미각,강남구,Y,Y,N,N,Y,-,"서울특별시 강남구 언주로141길 6, 백향빌딩 지상1층 (논현동)",한식,한우생등심,60.2,논현1동,-, 
아선재,강남구,Y,Y,N,Y,Y,모범음식점,"서울특별시 강남구 영동대로 333, 동원빌딩 지하1층 (대치동)",한식,한정식,212.4,대치1동,0263391112, 
어원,강남구,Y,Y,N,Y,N,-,"서울특별시 강남구 삼성로58길 13, 지상2층 (대치동)",일식,생선구이,34.3,대치1동,025013392, 
봉평착한메밀,강남구,N,N,N,Y,N,모범음식점,"서울특별시 강남구 강남대로62길 30, 지상1층 101호 (역삼동)",한식,명태메밀막국수,27.7,역삼1동,-, 
다정한상,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 언주로 118, 지하1층 13호 (도곡동, 우성캐릭터199)",한식,백반,35.6,도곡1동,-, 
무탄,강남구,Y,Y,N,N,Y,-,"서울특별시 강남구 논현로176길 22, 1층 (신사동)",중식,"자장면, 짬뽕",81.7,신사동,-, 
순리대로,강남구,Y,Y,N,N,Y,모범음식점,"서울특별시 강남구 논현로28길 13, 지상1층 (도곡동)",한식,순대국밥,68.9,도곡1동,-, 
논현빈대떡,강남구,N,N,N,Y,N,-,"서울특별시 강남구 학동로 224, 삼환아르누보3 1층 108호 (논현동)",한식,모듬전,13.7,논현1동,-, 
뒤끝,강남구,N,N,N,Y,N,-,"서울특별시 강남구 테헤란로104길 8, 지상1층 (대치동)",한식,"곱창전골, 갈비",38.3,대치1동,-, 
무화잠,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 강남대로 292, 뱅뱅빌딩 지하1층 (도곡동)",한식,오리,143.6,도곡1동,-, 
도모다찌,강남구,N,N,N,N,N,-,"서울특별시 강남구 영동대로 513, 지하1층 L101호 (삼성동, 코엑스몰)",양식,"돈가스, 초밥",21.1,삼성1동,260026243, 
성공시대,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 동일로 633, 세진빌딩 2층 (면목동)",한식,오리고기,48.5,면목제2동,24329992, 
개성찹쌀순대해장국,은평구,N,N,N,N,N,-,"서울특별시 은평구 통일로66길 4-7, (불광동, 1,2층)",한식,순대국,27.1,불광제1동,023876080, 
삼오순대국,은평구,N,N,N,Y,N,모범음식점,"서울특별시 은평구 불광로1길 2, (대조동)",한식,순대국,29.9,대조동,023872605, 
꾸꾸가문 남원추어탕,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 용마산로 452, (망우동)",한식,추어탕,38.0,망우제3동,215669971, 
유진,은평구,N,N,N,N,N,-,"서울특별시 은평구 갈현로 219, 1층 (갈현동)",중식,만두,37.5,갈현제1동,023527252, 
짜잔,은평구,N,N,N,N,N,-,"서울특별시 은평구 은평터널로 128-2, 1층 (신사동)",중식,짜장면,24.2,신사제2동,023737999, 
장안칼국수,중랑구,N,N,N,N,N,모범음식점,"서울특별시 중랑구 상봉중앙로 56, (상봉동)",분식,칼국수,18.0,상봉제1동,024388790, 
벌교 계절맛집,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 용마산로 713, 2층 (신내동)",한식,"꼬막전, 보리굴비",39.1,신내1동,024369478, 
봉평산골메밀촌,은평구,N,N,N,Y,N,-,"서울특별시 은평구 불광로 40-3, (불광동, 1층)",한식,명태조림,20.8,불광제1동,023855454, 
이대감화로구이,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 중랑역로 25, (중화동)",한식,돼지갈비,25.0,중화제2동,024337751, 
아구아구아구찜,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 공릉로 32, B8호 (묵동,묵동공감대아파트상가 지층)",한식,"찜, 탕",25.7,묵제1동,029747300, 
청진동해장국,중랑구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 동일로 751, (중화동)",한식,해장국,42.4,중화제2동,024326089, 
박가네,중랑구,Y,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 공릉로 6, (묵동)",한식,찌개,18.2,묵제1동,029777777, 
장위동유성집,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 동일로 823-1, (중화동)",한식,등심,27.2,중화제2동,024956096,Y
온초심숯불닭갈비,중랑구,N,N,N,N,N,-,"서울특별시 중랑구 면목로 330-1, 1층 (면목동)",한식,닭갈비,22.5,면목제3.8동,024344408, 
